"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"tremon smith","CB","KC","2018","15","0","0","0","-","0"
"jojo natson","WR","LAR","2018","15","0","0","0","-","0"
"blaine gabbert","QB","TEN","2018","15","-1","0","3","-0.3","0"
"benny cunningham","RB","CHI","2018","15","-1","0","1","-1.0","-1"
"drew brees","QB","NO","2018","15","-2","0","2","-1.0","-1"
"seth roberts","WR","OAK","2018","15","-2","0","1","-2.0","-2"
"nick mullens","QB","SF","2018","15","-2","0","2","-1.0","-1"
"ben roethlisberger","QB","PIT","2018","15","-3","0","2","-1.5","-1"
"tj logan","RB","ARI","2018","15","-3","0","1","-3.0","-3"
"chris moore","S","BAL","2018","15","-5","0","1","-5.0","-5"
"tyreek hill","WR","KC","2018","15","-5","0","3","-1.7","0"
